"","9014_1-5","9014_1-6","9014_2-5","9014_2-6","9014_5-6","9014_6-5-1","9014_6-5-2","9014_6-6"
"RP11-131L12.3",7,3,9,2,3,8,10,5
"RP11-131L12.4",5,1,1,2,2,1,6,3
"RP11-121J20.1",0,0,0,0,0,0,0,0
"RPL17P37",0,0,0,0,0,0,0,0
"RP11-3L23.2",0,0,0,0,0,0,0,0
"RP11-357K6.1",0,0,0,0,0,0,0,0
"RP11-357K6.2",0,0,0,0,0,0,0,0
"RNA5SP374",0,0,0,0,0,0,0,0
"RP11-357K6.3",0,0,0,0,0,0,0,0
"RF00428",0,0,0,0,0,0,0,0
"SRRM4",0,0,0,0,0,1,0,0
"RP11-364C11.3",0,0,0,0,0,0,0,0
"RN7SL508P",0,0,0,0,0,0,0,0
"RP11-364C11.2",0,0,0,0,0,0,0,0
"RP11-64B16.3",0,0,0,0,0,0,0,0
"HSPB8",0,0,0,0,0,1,0,0
"RP11-64B16.4",0,0,0,0,0,0,0,0
"RP11-64B16.2",11,5,4,8,8,3,5,5
"RP11-64B16.5",0,0,0,0,0,0,0,0
"LINC00934",0,0,0,0,0,0,0,0
"CCDC60",0,0,0,0,0,0,0,0
"RP11-768F21.1",3,0,0,0,0,0,0,0
"TMEM233",0,0,0,0,0,0,0,0
"RN7SKP197",0,0,0,0,0,0,0,0
"PRKAB1",2605,3075,2241,3201,2160,2053,2223,2546
"CIT",1076,1037,1022,1088,401,1204,1377,347
"RP1-127H14.3",0,0,1,0,0,2,0,0
"MIR1178",0,0,0,0,0,0,0,0
"RPL35AP30",0,0,0,0,0,0,0,0
"CCDC64",4338,2164,3580,2342,7546,6470,7362,8411
"RP1-267D11.1",2,1,0,0,1,0,2,5
"RAB35",7410,5511,6019,5534,5455,5637,6311,5867
"RP1-267D11.6",146,106,118,145,129,167,156,131
"GCN1",9701,9686,7982,10973,11208,10427,11529,12468
"MIR4498",0,0,0,0,0,1,0,0
"RPLP0",110280,161047,92899,167190,133311,95189,102980,143414
"RP1-278C19.3",97,58,48,60,58,58,81,82
"PXN",8196,9537,6989,10686,3949,4548,5057,4665
"RP1-278C19.8",1,2,4,1,1,4,10,1
"RPS20P31",2,1,2,0,1,0,0,1
"NME2P1",5,10,8,7,12,4,9,4
"RNU4-2",10,27,10,27,27,9,14,45
"RNU4-1",2,10,3,6,3,0,2,11
"SIRT4",41,67,35,66,57,53,29,94
"RNU6-1088P",0,0,0,0,0,0,0,0
"PLA2G1B",4,2,0,1,8,0,1,1
"MSI1",0,0,0,0,1,0,2,0
"RPS27P25",0,0,0,0,0,0,0,0
"RP1-166H1.2",0,0,0,0,0,0,0,0
"COX6A1",2450,2156,2308,2350,1571,1727,1873,1743
"AL021546.6",0,0,0,0,0,0,0,0
"TRIAP1",2928,3194,2475,3048,2200,2132,2222,2709
"GATC",1169,1289,984,1292,981,1031,1037,1169
"RPL31P52",6,2,2,1,5,0,10,11
"SRSF9",3207,2893,2816,2845,2639,2732,2914,3001
"DYNLL1",7691,7026,6644,7073,6182,6094,6495,6823
"RP11-18C24.6",177,165,137,157,143,160,136,169
"RP11-18C24.8",3,5,4,5,3,4,3,5
"COQ5",1221,1708,1063,1710,1143,1016,1083,1252
"RPL29P24",2,5,1,6,6,1,1,13
"RNF10",10167,8856,8271,9339,7164,7354,8059,8476
"POP5",1028,1148,851,1262,1112,929,963,1149
"RPL11P5",0,0,0,0,0,0,0,0
"RP11-728G15.1",0,0,0,0,0,0,0,0
"CABP1",2,0,5,0,0,0,2,5
"MLEC",4334,5738,3608,5957,4639,3974,4511,5434
"RP11-173P15.3",0,0,0,0,0,0,0,0
"RP11-173P15.9",16,14,14,13,23,9,10,22
"RP11-173P15.10",0,5,2,2,6,2,5,9
"UNC119B",628,1333,512,1423,1256,774,799,1369
"RP11-173P15.5",0,0,0,0,0,0,0,0
"MIR4700",0,0,0,0,0,0,0,0
"ACADS",1541,1324,1316,1220,1220,1190,1373,1372
"RP11-173P15.7",1,0,2,0,0,2,1,2
"SPPL3",2330,2013,1937,2157,1996,1720,2050,1983
"RP11-665J20.1",0,2,3,2,2,1,1,4
"CLIC1P1",9,5,5,5,2,3,3,2
"RPL12P33",0,0,2,0,1,0,0,3
"HNF1A-AS1",0,0,0,0,0,0,0,0
"HNF1A",0,6,2,3,4,5,1,0
"C12orf43",864,1355,840,1443,998,815,940,1219
"OASL",6349,1861,5815,2102,968,2047,2223,1055
"RP11-216P16.7",0,0,0,0,0,0,0,0
"RP11-216P16.4",0,0,0,0,0,0,0,0
"RP11-216P16.5",0,0,0,0,0,0,0,0
"RP11-216P16.6",0,0,0,0,0,0,0,0
"P2RX7",713,978,652,1044,427,567,645,584
"Z98941.1",0,0,0,0,0,0,0,0
"RP11-340F14.6",7,4,2,16,5,8,1,4
"P2RX4",2828,3621,2314,3739,2047,1971,2212,2298
"CAMKK2",2829,2765,2315,2974,2409,2287,2354,2743
"ANAPC5",6718,7815,5625,7962,7154,6767,7416,7865
"RP11-711D18.2",6,1,1,8,4,2,1,4
"RNF34",3308,3042,2506,3301,2605,2525,2560,2988
"KDM2B",3518,3097,2879,3168,3239,3390,3850,3755
"MIR7107",2,3,1,2,2,1,2,1
"RP13-941N14.1",20,10,11,8,17,15,9,25
"RNU6-1004P",0,1,0,0,0,0,1,0
"ORAI1",3917,4754,3374,4994,3148,2656,2944,3362
"MORN3",116,231,109,283,213,105,83,163
"TMEM120B",938,516,746,567,637,690,852,725
"RHOF",886,633,666,620,672,705,788,862
"AC084018.1",173,187,121,212,284,265,262,326
"RP11-347I19.8",31,27,24,35,37,42,58,55
"RP11-347I19.7",4,7,10,12,14,15,18,23
"SETD1B",3320,3014,2723,3236,3273,2888,3236,3628
"HPD",15,19,10,23,21,12,20,13
"RP11-7M8.2",0,1,0,0,0,0,0,0
"RP11-87C12.6",2,1,0,1,0,0,0,2
"PSMD9",997,712,789,673,598,692,721,647
"RP11-87C12.2",3,0,1,2,2,6,2,2
"RNU7-170P",1,0,0,0,1,2,0,1
"WDR66",18,4,11,5,10,10,9,3
"RP11-87C12.5",0,0,0,0,0,0,0,0
"BCL7A",240,193,160,213,227,160,170,213
"AC156455.1",0,0,0,0,0,1,0,3
"MLXIP",5038,3977,3983,4455,3853,3998,4500,4314
"LRRC43",4,1,3,0,4,5,2,1
"IL31",2,0,0,0,0,1,0,0
"B3GNT4",24,16,17,5,10,20,18,19
"RP11-512M8.12",2,2,2,6,1,0,5,6
"DIABLO",143,108,112,120,98,186,158,113
"RP11-512M8.13",0,0,0,0,0,0,0,0
"VPS33A",941,1386,788,1524,982,736,775,1209
"CLIP1",11652,8976,9241,10015,9379,8304,8692,10553
"RP11-512M8.3",48,3,24,14,15,32,16,19
"RP11-144J4.3",0,1,0,2,3,0,0,0
"RP11-450K4.1",3,0,2,0,0,2,4,1
"ZCCHC8",2396,1965,1875,2175,1837,2161,2252,2078
"RF00411",7,4,5,10,8,5,5,8
"RP11-15J22.8",3,2,0,1,4,0,1,2
"RSRC2",6543,5171,5193,5343,5728,6019,6334,6373
"KNTC1",1236,1583,1028,1552,1127,1308,1398,1156
"RP11-324E6.8",0,0,0,0,0,0,0,0
"RP11-324E6.10",2,4,2,4,5,4,0,4
"RP11-324E6.6",1,0,0,0,0,2,0,0
"HCAR2",1,1,2,1,3,0,1,2
"GPR109B",2,0,6,0,3,3,2,1
"GPR81",115,48,87,30,48,51,38,61
"RP11-324E6.4",0,0,0,0,0,0,0,0
"DENR",4290,4466,3499,5106,3463,3099,3277,3739
"CCDC62",6,10,12,6,13,9,7,9
"HIP1R",2838,1663,2206,1650,2031,2344,2608,2198
"VPS37B",3783,2064,3149,2128,2025,2612,2824,2226
"RP11-463O12.3",0,0,0,0,0,0,0,0
"RP11-463O12.5",807,427,642,440,464,873,889,694
"ABCB9",146,126,102,96,87,93,122,108
"OGFOD2",33,11,23,19,34,36,40,27
"RP11-197N18.2",5,6,1,0,5,4,1,0
"ARL6IP4",54,16,24,12,35,35,56,41
"PITPNM2",2260,2433,1890,2478,1509,1554,1632,1764
"MIR4304",0,0,0,0,2,0,0,0
"RP11-197N18.7",0,1,2,6,3,2,3,3
"RP11-197N18.8",0,2,9,7,8,6,0,5
"MPHOSPH9",1757,2202,1431,2582,2964,2840,3337,3459
"RP11-546D6.3",152,163,95,229,257,258,243,299
"C12orf65",1927,2206,1621,2397,2152,1837,2054,2525
"RP11-282O18.3",63,26,53,39,36,61,75,43
"CDK2AP1",1290,594,1019,716,605,794,822,662
"RP11-282O18.7",1,0,1,2,0,2,6,1
"RNA5SP375",0,0,0,0,0,0,2,0
"SBNO1",3418,3983,2577,4446,3986,3179,3549,4581
"RP13-942N8.1",14,9,17,8,6,38,23,37
"MIR8072",0,0,0,0,0,0,0,0
"KMT5A",2038,1566,1765,1626,1325,1613,1885,1462
"RILPL2",1731,1727,1488,1560,1445,1259,1379,1586
"RP11-972P1.8",0,0,0,0,3,0,1,0
"SNRNP35",881,879,769,1023,821,684,857,887
"RILPL1",145,57,87,45,48,137,93,68
"RP11-972P1.10",1,0,0,0,0,1,0,0
"RP11-972P1.11",4,0,3,0,4,6,3,6
"MIR3908",0,0,0,0,0,0,0,0
"RP11-486O12.2",77,46,67,39,85,48,117,85
"TMED2",9124,9557,7544,10048,7679,6836,7258,8629
"DDX55",1333,1285,1038,1331,1364,1372,1443,1551
"SNORA9B",3,1,3,6,5,1,10,2
"EIF2B1",2798,3273,2245,3550,2614,2280,2592,2767
"GTF2H3",2501,2748,1940,2865,2136,2031,2224,2556
"RP11-338K17.5",17,12,7,8,4,3,6,13
"RP11-338K17.6",20,14,5,16,18,22,15,25
"TCTN2",118,208,97,218,161,148,144,216
"RP11-338K17.8",0,0,0,0,0,0,0,0
"ATP6V0A2",2000,2318,1619,2422,2537,2924,3094,2857
"RPL27P12",0,0,0,0,2,2,1,0
"RP11-338K17.10",17,16,13,9,26,30,34,32
"DNAH10",55,20,34,34,30,30,37,29
"CCDC92",2366,2106,1929,2324,1557,1243,1407,1697
"RP11-380L11.4",20,2,11,9,8,12,22,12
"DNAH10OS",87,28,48,49,34,43,44,39
"RP11-214K3.23",6,12,1,8,5,8,10,15
"RP11-214K3.22",8,3,4,5,3,0,7,8
"RP11-214K3.21",7,8,2,3,5,7,15,18
"RP11-214K3.20",11,6,3,11,11,18,8,11
"RP11-214K3.19",9,1,9,3,3,16,8,13
"RP11-214K3.18",5,3,5,7,3,10,4,2
"ZNF664",3528,4354,2891,4838,3729,3021,3131,4285
"FAM101A",1,2,0,0,0,0,1,0
"RP11-214K3.25",2,0,0,0,0,0,0,0
"RP11-214K3.5",3,0,0,4,1,1,3,4
"RP11-214K3.24",3,7,1,2,0,0,2,1
"RP11-522N14.2",0,3,1,0,3,1,0,1
"NCOR2",8275,4960,6776,5199,6513,7565,8080,7934
"MIR6880",0,0,0,0,0,1,2,0
"RP11-408I18.9",0,0,0,1,0,1,0,0
"RP11-83B20.1",0,4,0,0,1,8,5,11
"RP11-83B20.2",2,0,1,0,0,4,4,1
"RP11-83B20.3",2,6,3,4,4,9,12,9
"RP11-83B20.4",1,2,0,4,0,8,0,2
"RP11-83B20.5",0,2,2,0,0,6,6,3
"RP11-83B20.6",1,3,1,0,1,0,8,1
"RP11-83B20.7",0,0,0,0,0,0,0,0
"RP11-83B20.9",0,0,0,0,0,0,0,0
"RP11-83B20.8",0,0,0,0,0,0,0,0
"RP11-83B20.10",0,0,0,0,0,0,2,0
"RP11-13J12.2",0,0,0,0,0,0,0,0
"SCARB1",214,145,196,148,223,380,406,244
"RNU6-927P",0,0,1,3,0,0,1,0
"UBC",102549,61224,85095,64977,54022,64962,70930,57611
"MIR5188",0,0,1,0,0,0,0,0
"RPL22P19",2,1,2,1,2,2,2,6
"DHX37",2853,3056,2430,3066,3312,2910,3227,3612
"BRI3BP",782,1103,694,1091,737,789,775,947
"THRIL",0,0,0,0,0,0,0,0
"RP11-158L12.2",0,0,0,0,0,0,0,0
"AACS",1977,1397,1690,1327,1349,1466,1588,1522
"RP11-158L12.4",92,51,79,75,85,86,131,122
"RP11-158L12.5",0,0,0,0,0,0,0,0
"RP11-158L12.6",0,0,0,0,0,0,1,0
"TMEM132B",0,4,0,0,0,0,0,0
"RP11-604N13.1",0,0,0,0,0,0,0,0
"RP4-800O15.1",0,0,0,0,0,0,0,0
"RP4-800O15.2",0,0,0,0,0,0,0,0
"RP4-800O15.3",0,0,0,0,0,0,0,0
"RP5-916L7.1",0,0,0,0,0,0,0,0
"RP5-916L7.2",0,0,0,0,0,0,0,0
"RP3-446N13.1",0,1,0,0,0,0,0,0
"RP3-446N13.2",0,0,0,0,0,0,0,0
"RP3-446N13.3",0,0,0,0,0,0,0,0
"RP3-446N13.4",0,0,0,0,0,0,0,0
"RP4-809F18.1",0,0,0,0,0,0,0,0
"RP5-944M2.1",0,0,0,0,0,0,0,0
"RP5-944M2.3",0,0,0,0,0,0,0,0
"RP5-944M2.4",0,0,0,0,0,0,0,0
"RP11-407A16.1",0,0,0,0,0,0,0,0
"RP11-407A16.2",0,0,0,0,0,0,0,0
"RP11-407A16.3",0,0,0,0,0,0,0,0
"RP11-407A16.8",0,0,0,0,0,0,0,0
"RP11-407A16.4",0,0,0,0,0,0,0,0
"RP11-407A16.6",0,0,0,0,0,0,0,0
"RP11-407A16.5",0,0,0,0,0,0,0,0
"RP11-407A16.7",0,0,0,0,0,0,0,0
"RP11-173C20.1",17,9,18,17,22,10,13,13
"RP11-173C20.2",38,36,36,30,28,53,34,63
"RP11-983C2.1",0,0,0,0,0,0,0,0
"RP11-983C2.2",0,0,0,0,0,0,0,0
"RP11-983C2.3",0,0,0,0,0,0,0,0
"RP11-983C2.4",0,0,0,0,0,0,0,0
"RP11-575F12.1",0,0,0,0,0,0,0,0
"RP11-575F12.2",0,0,1,0,1,0,0,2
"RP11-575F12.3",0,3,0,0,0,0,9,0
"RP11-955H22.1",0,0,0,0,0,0,0,0
"RP11-955H22.4",0,0,0,0,0,0,0,0
"RNU1-104P",0,0,0,0,0,0,0,0
"RP11-955H22.3",0,0,0,0,0,0,0,0
"RP11-955H22.2",0,0,0,0,0,0,0,0
"RP11-367G12.1",0,0,0,0,0,0,0,0
"RP11-483I24.1",0,0,0,0,0,0,0,0
"RP11-351O2.1",0,0,0,0,0,0,0,0
"RP11-351O2.2",0,0,0,0,0,0,0,0
"RP11-526P6.1",0,0,0,0,0,0,0,0
"RP11-749H20.1",0,0,0,0,0,0,0,0
"RP11-749H20.2",0,0,0,0,0,0,0,0
"RP11-749H20.3",0,0,0,0,0,0,0,0
"RP11-749H20.4",0,0,0,0,0,0,0,0
"RP11-749H20.6",0,0,0,0,0,0,0,0
"RP11-749H20.7",0,0,0,0,0,0,0,0
"RP11-349K16.1",0,0,0,0,0,0,0,0
"RP13-653N12.1",0,0,0,0,0,0,0,0
"RP13-653N12.2",0,0,0,0,0,0,0,0
"RP11-417O18.2",0,0,0,0,0,0,0,0
"MIR4419B",0,0,0,0,0,0,0,0
"TMEM132C",0,0,0,0,0,0,0,0
"RP11-417O18.1",0,0,0,0,0,0,0,0
"MIR3612",0,0,0,0,0,0,0,0
"RP11-553N19.1",0,0,0,0,0,0,0,0
"RP11-428I12.1",0,0,0,0,0,0,0,0
"SLC15A4",2229,1441,1934,1484,1337,1466,1630,1478
"RP11-21K12.2",28,17,32,24,31,31,44,47
"RP11-21K12.3",3,1,1,4,1,0,0,0
"GLT1D1",54,32,51,23,10,20,25,14
"RP11-753B7.2",0,0,0,0,0,0,0,0
"NLRP9P",0,0,0,0,0,0,0,0
"TMEM132D",0,0,0,0,0,0,0,0
"RP11-669N7.2",0,0,0,0,0,0,0,0
"RP11-669N7.3",0,0,0,0,0,0,0,0
"RP11-206B11.1",0,0,0,0,0,0,0,0
"RP11-337L12.1",0,0,0,0,0,0,0,0
"RP11-174M13.2",0,0,0,0,0,0,0,0
"RP11-572C21.2",0,0,0,0,0,0,0,0
"RP11-572C21.1",0,0,0,0,0,0,0,0
"RP11-474D1.4",0,0,0,0,0,0,0,0
"RP11-474D1.3",0,0,0,0,0,0,0,0
"RP11-474D1.1",0,0,0,0,0,0,0,0
"RP11-474D1.2",0,0,0,0,0,0,0,0
"RP11-143E21.2",0,0,0,0,0,0,0,0
"RP11-143E21.3",0,0,0,0,0,0,0,0
"RP11-143E21.7",0,0,0,0,0,0,0,0
"RP11-143E21.4",0,0,0,0,0,0,0,0
"FZD10",0,0,0,0,0,0,0,0
"RP11-143E21.1",0,0,0,0,0,0,0,0
"RP11-143E21.6",0,0,0,0,0,0,0,0
"PIWIL1",0,0,0,0,0,1,0,0
"RP11-200K12.3",0,0,0,0,0,0,0,0
"RP11-200K12.2",0,0,0,0,0,0,0,0
"RIMBP2",0,0,0,0,0,0,0,0
"RP11-117L5.4",0,0,0,0,0,0,0,0
"RP11-117L5.1",0,0,0,0,0,0,0,0
"RP11-117L5.3",0,0,0,0,0,0,0,0
"RP11-662M24.1",0,0,0,0,0,0,0,0
"RP11-989F5.4",1,0,0,0,0,0,0,0
"STX2",1295,958,1155,1154,1091,1296,1331,1215
"RP11-989F5.1",3,4,2,3,0,6,9,3
"RP11-989F5.3",0,0,1,0,3,1,2,3
"RNU6-1077P",0,0,0,0,0,0,0,0
"RAN",15496,14885,12980,15368,10124,12300,13607,11437
"ADGRD1",0,1,2,1,2,9,7,2
"RP11-243M5.5",0,0,0,0,0,0,0,0
"RP11-243M5.4",0,0,0,0,0,0,0,0
"RP11-243M5.2",0,0,0,0,0,0,0,0
"RP11-243M5.1",0,0,0,0,0,0,0,0
"RP11-243M5.3",0,0,0,0,0,0,0,0
"RP11-76C10.6",0,0,0,0,0,0,0,0
"RP11-76C10.5",0,0,0,0,0,0,0,0
"RP11-76C10.4",0,0,0,0,0,0,0,0
"RP11-76C10.3",0,0,0,0,0,0,0,0
"RP11-76C10.2",0,0,0,0,0,0,0,0
"RP11-638F5.1",1,0,1,0,0,0,0,0
"RP11-638F5.2",0,0,0,0,0,0,0,0
"RPS6P20",0,0,0,0,0,0,0,0
"RP11-495K9.2",0,0,0,0,0,0,0,0
"RP11-495K9.3",0,0,0,0,0,0,0,0
"RNA5SP376",0,0,0,0,0,0,0,0
"RP13-507P19.2",0,0,0,0,0,0,0,0
"RP13-507P19.1",0,0,0,0,0,0,0,0
"RP11-897M7.3",0,0,0,0,0,0,0,0
"RP11-897M7.4",2,0,0,0,0,0,0,0
"RP11-897M7.1",1,0,3,1,0,5,1,1
"RP11-897M7.2",0,0,0,0,0,0,0,0
"RP11-292I17.1",0,0,0,0,0,0,0,0
"RP11-495K9.10",0,0,0,0,0,0,0,0
"RP11-495K9.9",0,0,0,0,0,0,0,0
"RP11-495K9.8",1,0,0,0,0,0,0,0
"RP11-495K9.7",0,0,0,0,1,0,0,0
"RNA5SP377",0,0,0,0,0,0,0,0
"RP11-495K9.6",0,0,0,0,0,1,0,1
"RPS6P21",0,0,0,0,0,0,0,0
"SFSWAP",3559,2854,2973,3260,3258,3510,3740,3640
"RP11-495K9.5",29,13,21,34,13,41,23,42
"RNA5SP378",0,0,0,0,0,0,0,0
"RNU6-1017P",0,0,0,0,0,0,0,0
"MMP17",3,2,2,3,9,12,10,8
"RP11-417L19.2",0,0,0,1,0,0,0,0
"ULK1",2602,1775,2085,1829,2101,2095,2371,2363
"RP11-417L19.5",13,15,5,5,15,27,27,23
"RP11-417L19.4",12,6,6,4,3,4,4,4
"PUS1",1291,1304,986,1388,1344,1490,1653,1534
"RP11-417L19.6",20,20,18,37,35,33,60,33
"EP400",4388,4632,3710,5301,5439,4681,4944,6511
"SNORA49",0,0,0,1,1,0,0,1
"RP13-820C6.2",0,0,0,0,0,0,0,0
"RP13-820C6.4",0,0,0,0,0,0,0,0
"EP400NL",677,714,537,714,863,923,964,1013
"RP13-977J11.6",2,7,3,4,5,21,15,6
"RP13-977J11.5",0,0,0,0,0,0,0,0
"DDX51",2169,1847,1674,2049,2155,2290,2581,2503
"NOC4L",1457,1044,1266,1130,921,1221,1348,1071
"RP13-977J11.9",0,0,0,0,0,0,0,0
"RP13-977J11.2",277,549,217,581,345,221,242,393
"RP13-977J11.8",3,5,3,12,6,6,17,4
"GALNT9",2,5,1,1,0,2,7,3
"RP13-977J11.3",0,0,0,0,0,0,2,1
"RP13-895J2.2",0,0,0,0,0,0,0,0
"RP13-895J2.3",0,0,0,0,0,0,0,0
"RP13-895J2.4",0,0,0,0,0,0,0,0
"RP13-895J2.6",0,0,0,0,0,0,0,0
"RP13-895J2.7",0,0,0,0,0,0,0,0
"RP13-895J2.8",0,0,0,0,0,0,0,0
"RP13-895J2.9",0,0,0,0,0,0,0,0
"RP13-895J2.10",0,0,0,0,0,0,0,0
"RP13-895J2.11",0,0,0,0,0,0,0,0
"RP13-714J12.1",0,0,2,2,2,0,3,0
"RP11-503G7.1",0,0,0,0,0,0,0,0
"RP11-503G7.2",0,0,0,0,0,0,0,0
"FBRSL1",2838,2192,2210,2226,2090,2636,2899,2591
"RP13-554M15.7",295,131,241,159,204,348,364,269
"RP13-554M15.2",47,16,29,28,24,63,57,47
"MIR6763",1,0,1,0,0,0,4,7
"RP13-554M15.8",0,0,0,0,0,0,0,0
"LRCOL1",1,0,0,0,0,0,0,0
"P2RX2",1,0,1,0,0,2,2,0
"RP13-554M15.5",4,4,0,2,2,1,6,1
"POLE",3023,2822,2592,3210,2515,3229,3425,2912
"PXMP2",177,215,143,193,159,146,166,138
"RP13-672B3.2",1,0,0,1,0,1,0,0
"PGAM5",2462,2628,2219,2752,2250,2296,2228,2698
"RNA5SP379",0,0,2,0,1,0,0,1
"ANKLE2",5328,3898,4296,4182,4406,5060,5386,4866
"RP13-672B3.5",1,3,7,1,5,0,3,5
"GOLGA3",5345,4469,4274,5001,5661,5383,6372,6414
"CHFR",4500,3613,3765,3888,3762,4347,4619,4246
"RPS11P5",90,100,72,101,110,78,109,129
"RNU6-327P",0,0,0,0,0,0,0,0
"RP11-46H11.11",67,33,53,44,57,97,94,86
"RP11-46H11.12",6,10,17,4,4,13,18,4
"RP11-46H11.2",0,0,0,0,0,0,0,0
"RP11-46H11.3",60,35,38,44,38,54,67,44
"ZNF605",252,450,230,416,437,325,372,509
"NANOGNBP2",0,0,0,0,0,0,2,0
"ZNF26",1812,1662,1351,1739,1664,1696,1792,1903
"RNU4ATAC12P",1,0,1,0,3,3,1,1
"RP11-386I8.6",0,0,0,0,0,0,0,0
"RP11-386I8.2",0,1,0,0,0,0,1,0
"ZNF84",1232,1261,904,1399,1230,1093,1153,1355
"RP11-386I8.5",0,0,0,0,0,0,0,0
"RP11-386I8.4",0,0,0,0,0,0,0,0
"ZNF140",1312,1434,965,1461,1368,1151,1330,1463
"ZNF891",239,302,281,290,363,397,395,447
"CTD-2140B24.6",4,0,1,1,0,0,0,1
"RPL23AP67",1,0,1,0,0,6,2,6
"ZNF10",763,570,643,643,646,733,780,713
"CTD-2140B24.4",0,0,0,0,0,0,0,0
"ZNF268",957,1326,936,1474,962,846,866,1106
"AC226150.3",1,0,0,0,0,0,0,0
"ANHX",0,0,0,0,0,0,0,0
"RNU6-717P",0,0,0,0,0,0,0,0
"RP11-341D18.2",0,0,0,0,0,0,0,0
"RP11-341D18.3",0,0,0,0,0,0,0,0
"RP11-341D18.8",0,0,0,0,0,0,0,0
"RP11-341D18.9",0,0,0,0,0,0,0,0
"RP11-341D18.4",4,2,2,1,2,5,4,5
"RP11-341D18.5",0,0,0,0,0,1,0,0
"RP11-341D18.7",5,2,1,5,1,4,6,3
"RP11-341D18.6",0,0,0,0,0,0,0,0
"ABC7-42418200C9.1",0,0,0,0,0,0,0,0
"RP11-77P19.1",0,0,0,0,0,0,0,0
"RP11-77P19.3",0,0,0,0,0,0,0,0
"RP11-77P19.2",0,0,0,0,0,0,0,0
"RP11-484H12.2",0,0,0,0,0,0,0,0
"RP11-484H12.3",0,0,0,0,0,0,0,0
"RP11-484H12.4",0,0,0,0,0,0,0,0
"RP11-484H12.5",0,0,0,0,0,0,0,0
"RP11-484H12.6",0,3,0,3,0,0,1,1
"RP11-484H12.7",4,0,5,2,3,2,1,1
"RP11-38M15.2",0,0,0,0,0,0,0,0
"RP11-38M15.4",0,0,0,0,0,0,0,0
"RP11-38M15.5",0,0,0,0,0,0,0,0
"RP11-38M15.7",0,0,0,0,0,0,0,0
"RP11-38M15.8",0,0,0,0,0,0,0,0
"RP11-38M15.9",0,0,0,0,1,0,0,0
"RP11-38M15.10",2,2,5,0,4,3,0,7
"RP11-38M15.12",0,1,1,3,0,0,1,2
"RNU6-55P",0,0,0,0,0,0,0,0
"RNU6-76P",0,0,0,0,0,0,0,0
"RP11-442J17.1",0,0,0,0,0,0,0,0
"RP11-442J17.2",0,0,0,0,0,0,0,0
"RP11-442J17.3",0,0,0,0,0,0,0,0
"RP11-442J17.4",0,0,0,0,0,0,0,0
"RP11-301J16.5",0,0,0,0,0,0,0,0
"RP11-301J16.3",0,0,0,0,0,0,0,0
"RP11-301J16.2",0,0,0,0,0,0,0,0
"RP11-301J16.7",0,0,0,0,0,0,0,0
"RNA5SP24",0,0,0,0,0,0,0,0
"RP11-408E5.1",0,0,0,0,0,0,0,0
"RP11-408E5.6",0,0,0,0,0,0,0,0
"RP11-408E5.3",0,0,0,0,0,0,0,0
"RP11-408E5.8",0,0,0,0,0,0,0,0
"TUBA3C",0,0,0,0,0,0,0,1
"RP11-408E5.4",0,0,0,0,0,0,0,0
"RP11-408E5.7",15,8,7,10,2,1,6,7
"RP11-408E5.5",0,0,0,0,0,0,0,0
"RP11-385E5.8",0,0,0,0,0,0,0,0
"RP11-385E5.1",2,1,2,8,2,3,4,2
"RP11-385E5.4",0,0,0,0,0,0,0,0
"PARP4P2",1,2,3,1,0,0,0,0
"RP11-385E5.3",0,0,1,1,0,0,0,0
"RP11-385E5.5",0,0,0,0,0,0,0,0
"RP11-385E5.6",0,0,0,0,0,0,0,0
"TPTE2",6,3,2,8,6,15,17,12
"RP11-408K19.3",0,0,2,0,0,5,0,0
"RP11-76K19.1",7,2,7,4,4,8,4,0
"RP11-76K19.2",0,0,0,0,0,0,0,0
"RP11-76K19.4",8,1,10,5,5,3,7,4
"RP11-76K19.5",0,0,0,0,0,0,0,0
"MPHOSPH8",3806,4133,3033,4784,3796,3451,3705,4471
"RP11-523H24.3",36,17,14,13,12,24,33,25
"PSPC1",3338,3614,2681,3595,3703,2968,3200,3958
"RN7SL166P",0,0,0,0,1,0,2,0
"RP11-523H24.5",7,7,9,5,4,2,8,13
"ZMYM5",1252,1551,979,1621,1165,1066,1162,1505
"RP11-61K9.2",0,1,0,3,0,0,2,3
"RP11-61K9.3",65,62,48,85,66,45,45,55
"ZMYM2",2583,2862,1985,2970,2758,2844,2914,3334
"RP11-110K18.2",10,4,6,5,13,12,13,16
"RP11-264J4.8",1,0,1,0,0,4,0,1
"RP11-264J4.5",0,0,0,0,0,0,0,0
"GJA3",0,2,1,0,2,1,7,1
"RP11-264J4.4",0,0,0,0,0,1,0,0
"RP11-264J4.9",0,0,0,0,0,0,0,1
"GJB2",478,194,413,207,182,238,284,264
"RP11-264J4.10",2,1,0,0,0,0,0,0
"GJB6",2085,1188,1682,1374,658,737,931,800
"CRYL1",1371,1038,1179,1112,845,808,846,990
"MIR4499",0,0,0,0,0,0,0,0
"RP11-476H16.1",0,1,2,0,0,1,1,1
"IFT88",326,334,273,379,266,284,291,332
"RP11-172H24.3",5,4,3,8,5,10,5,10
"RNU2-7P",5,2,3,0,0,4,4,0
"RP11-172H24.4",1,5,1,0,1,0,2,1
"IL17D",13,12,18,12,16,7,16,8
"RP11-261P13.5",0,0,0,0,0,0,0,0
"EEF1AKMT1",290,240,221,285,176,176,199,200
