"","7486_3","7486_4","7486_5","7486_6","7486_7","7486_8","7486_9","7486_10"
"POP7",676,830,664,858,576,488,624,714
"EPO",3,1,1,1,1,7,7,11
"ZAN",1,2,0,0,0,0,0,0
"EPHB4",373,254,365,347,421,102,417,95
"RN7SL750P",0,0,0,0,0,0,0,0
"SLC12A9",7052,4915,6203,5766,6778,4316,7374,5827
"RP11-126L15.4",12,11,22,7,12,3,12,6
"TRIP6",1096,1292,1017,1542,950,943,992,1322
"MIR6875",0,0,0,0,0,0,0,0
"SRRT",10007,8778,8952,10480,8148,7412,8718,10092
"UFSP1",115,91,72,92,66,77,68,66
"ACHE",20,11,28,20,7,23,4,16
"RN7SL549P",0,0,0,0,0,0,0,0
"RP13-650G11.1",0,0,0,0,0,0,0,0
"MUC3A",8,1,2,2,2,1,2,8
"RP11-395B7.2",1,0,0,0,1,2,0,0
"MUC12",29,12,21,11,25,19,39,12
"RP11-395B7.4",27,8,20,14,13,12,18,12
"MUC17",0,0,0,0,0,0,0,0
"RN7SKP54",0,0,0,0,0,0,0,0
"TRIM56",14368,9725,12748,11141,11608,9609,12351,12226
"SERPINE1",3,1,70,58,77,102,12,79
"AP1S1",1063,913,985,1215,1000,957,1124,1363
"MIR4653",2,4,7,8,0,6,5,2
"VGF",24,25,22,19,18,25,18,31
"NAT16",2,0,0,0,0,0,0,0
"MOGAT3",0,1,2,0,0,2,1,0
"RP4-747G18.8",6,1,5,2,1,5,2,10
"RP4-747G18.5",2,5,1,3,0,1,3,4
"PLOD3",3008,3820,2595,4436,3259,4694,3421,6159
"ZNHIT1",3420,3155,3051,3802,2956,2827,3325,3730
"CLDN15",2314,913,1979,1124,2182,1137,2336,1498
"FIS1",3280,2871,2941,3179,2790,2344,3159,3086
"RNU6-1104P",0,0,0,0,0,0,0,0
"RP11-132A1.6",0,0,0,0,0,0,0,0
"RP11-132A1.2",0,0,0,0,0,0,0,0
"LNCPRESS1",0,0,0,0,0,0,0,0
"RP11-132A1.4",22,40,28,59,18,10,17,11
"IFT22",61,59,57,56,128,83,82,122
"COL26A1",2,0,0,0,0,0,0,0
"RP5-1106H14.1",0,0,0,0,0,0,0,0
"RP5-1059M17.1",0,0,0,0,0,0,0,0
"MYL10",0,0,0,0,1,0,0,0
"CUX1",1214,963,1186,1101,1641,1290,1594,1697
"CTA-339C12.1",0,0,0,0,5,1,0,0
"CTB-181H17.1",0,0,0,0,0,0,0,0
"CTA-305I2.1",0,0,0,1,0,0,0,0
"AC005086.4",0,0,0,2,0,0,0,0
"AC005086.3",0,0,0,0,0,0,0,0
"AC005086.2",0,0,0,1,0,0,0,0
"CTA-313A17.5",0,0,0,0,0,0,0,0
"SH2B2",17,65,10,107,7,33,16,18
"MIR4285",0,0,0,0,0,0,0,0
"CTA-313A17.2",9,6,14,10,25,10,7,6
"CTA-313A17.3",1,0,3,7,1,2,1,0
"SPDYE6",104,57,93,78,92,74,93,82
"PRKRIP1",4009,2589,3274,2714,2813,1886,3122,2547
"RP11-163E9.2",2,9,12,11,5,11,14,10
"RP11-163E9.1",42,48,30,30,36,22,29,33
"MIR548O",0,1,2,1,1,1,0,1
"RP11-514P8.2",25,23,20,33,18,19,26,40
"ORAI2",5715,3422,5334,4455,5670,5389,6136,6926
"ALKBH4",599,448,522,476,500,344,577,469
"LRWD1",1485,1367,1383,1660,1275,1263,1394,1769
"MIR5090",0,0,0,0,0,0,0,0
"MIR4467",0,0,0,0,0,0,0,0
"POLR2J",1057,855,935,1010,850,775,1022,983
"RASA4B",5,6,4,8,3,1,2,4
"RP11-514P8.8",0,0,0,0,0,0,0,0
"RP11-514P8.12",203,100,172,167,163,101,151,148
"RP11-514P8.11",0,0,0,0,0,0,0,0
"RP11-514P8.7",0,0,0,0,0,0,0,0
"SPDYE2",50,35,45,41,47,34,55,41
"POLR2J3",65,35,62,41,99,56,83,86
"RASA4",114,103,87,118,94,48,121,74
"RP11-514P8.10",6,1,4,12,2,3,4,3
"RP11-514P8.6",0,0,0,0,0,0,0,0
"UPK3BL",0,0,0,0,0,0,0,0
"RP11-577H5.5",0,0,0,0,0,0,0,0
"SPDYE2B",0,0,0,0,0,0,0,0
"POLR2J2",39,30,44,34,67,29,50,29
"RP11-577H5.2",51,50,58,63,60,16,70,40
"FAM185A",137,112,166,136,181,107,238,125
"RP11-577H5.1",38,33,31,45,45,31,38,36
"FBXL13",18,16,13,8,20,9,15,22
"RNU6-1136P",4,6,1,2,7,2,8,3
"RN7SKP198",0,0,0,1,0,0,2,0
"LRRC17",23,17,23,12,19,16,10,20
"NFE4",0,0,1,2,0,0,0,0
"RP11-645N11.3",0,0,0,0,1,0,0,0
"ARMC10",847,558,788,769,1031,696,1113,793
"RP11-401L13.2",38,27,20,49,37,24,37,43
"NAPEPLD",896,610,831,710,959,558,955,680
"RP11-401L13.4",7,4,3,6,9,2,7,2
"RP11-401L13.5",0,4,3,2,1,0,5,0
"RP11-401L13.7",1,0,0,0,0,0,0,0
"DPY19L2P2",247,207,195,251,270,121,316,177
"CTA-276O3.1",0,0,1,1,0,1,2,0
"PMPCB",3215,2244,3042,2826,3316,2217,3644,2896
"DNAJC2",2023,2034,1777,2413,1996,1652,2162,2171
"PSMC2",4142,4524,3913,5528,3958,4208,4365,5574
"CTA-276O3.4",6,16,3,9,8,13,9,7
"SLC26A5",17,10,16,16,9,16,14,14
"CTB-107G13.1",4,0,0,0,0,0,0,0
"RELN",1,1,1,1,1,1,1,0
"RN7SKP86",0,0,0,0,0,0,0,0
"ORC5",747,506,609,600,722,519,918,705
"LHFPL3",0,0,1,0,0,0,0,1
"RP11-612L3.1",6,2,7,4,19,8,9,11
"RP11-203P23.1",0,1,0,0,0,0,0,0
"RP11-203P23.2",0,0,0,0,0,0,0,0
"LHFPL3-AS2",1,5,4,6,1,2,2,6
"RN7SL8P",0,0,0,0,0,0,0,0
"RP11-325F22.2",42,109,50,124,29,24,20,31
"RP11-325F22.3",243,207,201,208,192,171,216,194
"RP11-325F22.4",492,318,399,364,344,206,363,288
"KMT2E",4753,4141,4436,4901,5529,5180,5755,6617
"CTB-152G17.6",57,83,71,97,95,68,82,107
"SRPK2",1500,986,1440,1119,2079,1500,2174,2028
"CTB-152G17.5",0,0,0,0,0,0,0,0
"CTB-152G17.4",9,4,6,1,5,8,8,8
"RP4-778K6.1",1,0,2,0,0,0,0,0
"RP4-778K6.2",3,2,2,5,8,2,7,5
"RP4-778K6.3",11,0,3,4,5,4,8,10
"RNU6-1322P",0,0,0,0,0,0,0,0
"PUS7",801,1287,744,1449,742,589,780,807
"RP11-251G23.2",36,25,23,28,22,15,45,14
"RINT1",1179,1113,1194,1259,1296,1010,1375,1430
"EFCAB10",27,19,16,38,18,30,20,32
"RP11-251G23.5",93,106,101,114,88,103,115,151
"RP11-251G23.3",1,7,4,14,2,4,1,8
"ATXN7L1",591,404,579,466,951,530,1056,718
"CTA-351J1.1",0,0,0,0,0,0,0,0
"CDHR3",157,208,137,260,109,91,123,112
"RP4-568B10.1",2,3,2,3,3,4,0,3
"SYPL1",1602,1322,1700,1903,2131,1755,1950,2297
"CTA-332P12.2",0,0,1,0,0,0,0,0
"RNU6-392P",0,0,0,0,0,0,0,0
"NAMPT",1341,2210,1255,2740,1366,2286,1365,2930
"RP11-22N19.2",1,1,1,3,0,0,0,1
"RP11-22N19.1",0,0,0,0,0,0,0,0
"CTB-111H14.1",2,0,0,0,0,0,0,0
"CTB-30L5.1",0,0,0,0,0,0,0,0
"CCDC71L",626,460,617,516,487,416,502,511
"RP5-884M6.1",0,0,0,0,0,1,0,0
"RNA5SP236",0,0,0,0,0,0,0,0
"CTB-133P21.1",0,0,0,0,0,0,0,0
"PIK3CG",560,332,616,416,1082,794,1141,809
"PRKAR2B",20,9,13,18,14,18,22,22
"CTA-360L10.1",2,1,2,1,2,1,2,0
"HBP1",1522,1014,1459,1251,2171,1697,2295,2119
"CTA-363E19.2",42,41,51,73,79,63,87,85
"COG5",1076,737,1045,850,1549,1105,1563,1298
"CTB-20D2.1",1,0,1,0,0,0,0,0
"GPR22",2,2,2,1,2,2,3,1
"DUS4L",458,331,417,346,403,246,458,303
"RP4-593H12.1",5,3,7,8,9,7,1,6
"BCAP29",1142,1319,1114,1663,1285,1813,1329,2522
"AC078937.3",8,8,5,6,8,13,18,25
"AC078937.5",0,0,0,0,0,0,0,0
"AC078937.4",24,62,8,75,34,51,11,66
"SLC26A4",44,87,40,93,41,105,28,126
"AC002467.7",18,28,28,21,26,23,39,31
"CBLL1",1594,1164,1320,1377,2342,1507,2507,1895
"SLC26A3",7,9,2,13,1,10,4,21
"AC005046.5",0,0,0,0,0,0,0,0
"DLD",2405,2423,2372,2906,2987,2477,3220,3133
"LAMB1",47,48,45,63,33,45,52,39
"CTB-13F3.1",13,2,13,2,3,9,2,4
"LAMB4",1,0,0,0,0,0,0,4
"NRCAM",34,26,28,19,41,21,24,45
"PNPLA8",880,798,855,978,1209,1238,1188,1758
"CTB-54D4.1",4,2,6,1,9,5,2,2
"THAP5",1158,767,1019,969,1296,942,1291,1203
"DNAJB9",902,653,875,815,1148,873,1202,1054
"AC005487.2",1,0,0,1,0,1,0,1
"CTA-369K23.1",0,0,0,0,0,0,0,0
"C7orf66",0,0,0,0,0,0,0,0
"CTB-22K14.1",0,0,0,0,0,0,0,0
"AC004014.3",0,0,0,0,0,0,0,0
"AC004014.4",1,0,0,0,0,0,0,1
"AC002386.1",0,0,0,0,0,0,0,0
"AC073071.1",0,0,0,0,0,0,0,0
"AC073387.2",0,0,0,0,0,0,0,0
"RP11-10E6.1",0,0,0,2,0,0,0,0
"AC004161.3",0,0,0,1,1,0,0,0
"AC004161.4",0,0,0,0,0,0,0,0
"RP11-745H7.1",0,0,0,0,0,0,0,0
"AC003088.1",0,0,1,0,1,0,1,1
"IMMP2L",163,248,133,302,119,124,148,131
"AC073326.3",0,3,3,2,0,4,3,2
"LRRN3",13608,8870,12511,10818,18367,13498,19579,17263
"AC003989.3",0,0,0,2,0,0,0,0
"AC003989.4",0,0,0,0,1,0,0,0
"DOCK4",12,7,8,14,22,28,22,20
"AC003077.1",0,0,0,0,0,0,1,0
"RNA5SP237",0,0,0,0,0,0,0,0
"AC003080.4",0,0,0,0,0,0,0,0
"ZNF277",1141,501,937,557,1301,547,1324,648
"RN7SKP187",0,0,0,0,0,0,0,0
"AC004112.4",3,3,7,5,7,3,7,12
"AC004112.6",2,1,0,0,0,0,0,0
"AC004112.5",0,0,1,0,0,0,0,0
"AC004112.7",0,0,0,1,2,0,0,0
"IFRD1",1792,1470,1724,1825,2121,1778,2110,2170
"AC079741.2",0,5,2,4,1,1,3,5
"LSMEM1",136,106,72,121,84,141,101,206
"NPM1P14",0,0,1,0,1,0,0,0
"AC002463.3",0,0,0,0,0,0,0,0
"AC079621.4",1,0,0,3,0,3,0,6
"TMEM168",3004,1639,2795,1869,2820,1597,2905,2029
"C7orf60",296,281,294,410,524,416,507,554
"AC018464.3",0,0,0,0,0,0,0,0
"RP11-736E3.3",0,0,0,0,0,0,0,0
"GPR85",0,0,0,3,0,0,0,1
"RP11-736E3.1",0,0,1,0,0,2,0,0
"AC073346.2",530,469,554,615,558,423,615,549
"RP11-703P11.1",0,0,0,0,0,0,0,0
"RP11-786A20.1",0,0,0,0,0,0,0,0
"PPP1R3A",0,0,0,0,0,0,0,0
"FOXP2",0,0,4,0,0,0,0,1
"RP11-95P9.1",0,0,0,0,0,0,0,0
"AC073626.2",0,0,0,0,0,0,0,0
"CTA-250D13.1",0,0,0,0,0,0,0,0
"RNA5SP238",0,0,0,0,0,0,0,0
"MIR3666",0,0,0,0,0,0,0,0
"MDFIC",5072,3799,4941,4792,8337,7126,7644,9092
"AC068610.5",1,1,1,0,1,0,0,0
"AC068610.3",30,26,36,35,19,46,34,66
"AC068610.4",0,0,0,0,0,0,0,0
"RP11-222O23.1",0,0,0,0,0,0,0,0
"SNORA25B",0,0,0,0,0,0,0,0
"RP11-458K10.1",0,0,0,0,0,0,0,0
"RP11-458K10.2",0,0,0,0,0,0,0,0
"RP11-458K10.3",0,0,0,0,0,0,0,0
"TFEC",1,21,10,23,3,16,12,9
"RP11-667F14.1",137,68,119,91,171,116,199,142
"TES",5027,2600,4594,3219,7597,6074,7745,7835
"AC073130.3",5,6,12,17,13,10,20,22
"AC002066.1",0,0,0,0,0,0,0,0
"AC073130.1",0,0,0,0,0,0,0,0
"CAV2",1,1,5,4,3,0,0,0
"CAV1",5,4,24,28,42,11,10,0
"AC006159.5",0,0,0,0,0,0,0,0
"AC006159.4",0,0,0,0,0,0,0,0
"AC006159.3",0,0,0,0,0,0,0,0
"MET",2,1,11,7,15,17,2,3
"CAPZA2",2541,2154,2345,2655,3400,2813,3004,3536
"AC002543.2",2,0,0,1,2,0,2,3
"RNA5SP239",0,0,0,0,0,0,0,0
"ST7OT1",0,3,0,1,1,0,1,0
"RF02179",0,0,0,0,0,0,0,0
"RF02180",0,0,0,0,0,0,0,0
"ST7",99,100,97,111,78,115,79,125
"ST7-OT4",0,0,1,0,0,0,0,0
"RF02187",0,0,0,0,0,0,0,0
"RF02188",0,0,0,0,0,0,0,0
"RF02189",0,0,0,0,0,0,0,0
"RF02190",0,0,0,0,0,0,0,0
"AC106873.4",0,0,0,0,0,0,0,0
"AC106873.2",0,0,0,0,0,0,0,0
"MIR6132",0,0,0,0,0,0,0,0
"ST7OT2",0,1,0,0,0,0,0,0
"RF02181",0,0,0,0,0,0,0,0
"RF02183",0,0,0,0,0,0,0,0
"AC002542.2",0,0,0,0,0,0,0,0
"RF02184",0,0,0,0,0,0,0,0
"RF02185",0,0,0,0,0,0,0,0
"AC006326.3",0,0,0,0,0,0,0,0
"AC006326.2",0,0,0,0,0,0,0,0
"AC006326.5",0,0,0,0,0,0,0,0
"WNT2",0,0,0,0,0,0,0,0
"AC002465.2",0,0,0,0,0,0,0,0
"ASZ1",0,0,0,0,0,0,0,0
"AC003045.1",0,0,0,0,0,0,0,0
"CFTR",0,0,0,0,2,0,0,1
"AC000111.4",0,0,0,0,0,0,0,0
"AC000111.3",0,0,0,0,0,0,0,0
"AC000111.5",0,0,0,0,0,0,0,0
"AC000111.6",0,0,0,0,0,0,0,0
"CTTNBP2",0,1,0,0,0,1,1,0
"AC007568.1",0,0,0,0,0,0,0,0
"AC003084.2",0,0,0,0,0,0,0,0
"LSM8",2976,2039,2651,2472,2922,1870,3051,2576
"ANKRD7",4,0,2,0,3,0,1,4
"RP11-515K14.1",0,0,0,0,0,0,0,0
"RP11-533K11.1",0,0,0,0,0,0,0,0
"RP11-500M10.1",0,0,0,0,0,0,0,0
"RP11-328J2.1",0,0,0,0,0,0,0,0
"RNU1-29P",0,0,0,0,0,0,0,0
"RP4-742N3.1",0,0,0,0,0,0,0,0
"RP5-1006K12.1",0,0,0,0,0,0,0,0
"KCND2",0,0,1,0,0,0,0,0
"RNU6-581P",0,0,0,0,0,0,0,0
"RP4-797C5.2",0,0,0,0,0,0,0,0
"TSPAN12",0,0,0,1,0,0,0,0
"ING3",1291,847,1097,1034,1537,1050,1480,1320
"RNA5SP240",0,0,0,0,0,0,0,0
"CPED1",3,0,0,1,1,1,0,1
"RP5-1047E14.1",0,0,0,0,0,0,0,0
"RNA5SP241",0,0,0,0,0,0,0,0
"RNU6-517P",0,0,0,0,0,0,0,0
"WNT16",9,31,3,16,9,20,5,25
"FAM3C",431,300,374,360,456,265,415,312
"RP11-3L10.1",1,0,3,0,0,0,0,0
"RP11-3L10.2",0,0,0,0,0,0,0,0
"RP11-3L10.3",3,0,0,2,1,0,0,0
"RP4-745K6.1",0,0,0,0,0,0,0,0
"RN7SKP277",0,0,0,0,0,0,0,0
"RP5-1062J16.1",0,0,0,0,0,0,0,0
"PTPRZ1",2,0,1,0,0,0,0,0
"AASS",38,45,41,86,80,84,85,92
"RNU7-154P",0,0,0,0,0,0,0,0
"RP5-1049N15.2",0,0,2,0,0,1,0,1
"RP11-560I19.1",0,0,0,0,0,0,0,0
"RP11-560I19.2",0,0,0,0,0,0,0,0
"FEZF1",0,0,0,0,0,0,0,0
"RP11-560I19.4",0,0,0,0,0,0,0,0
"CADPS2",0,1,1,0,2,1,0,1
"RP5-1101C3.1",0,0,0,0,0,0,0,0
"RP11-395G17.1",0,0,0,0,0,0,0,1
"RPS26P31",4,2,4,3,4,1,3,0
"RNF133",0,0,0,0,0,0,0,0
"RNF148",0,0,0,0,0,0,0,0
"RP5-1166A24.1",0,0,0,0,0,0,0,0
"TAS2R16",0,0,0,0,0,0,0,0
"RP11-61D3.1",0,0,0,0,0,0,0,0
"SLC13A1",0,0,0,0,0,0,0,0
"RP11-106F1.1",0,0,0,0,0,0,0,0
"IQUB",1,1,2,1,5,1,7,4
"RP11-332K15.1",0,0,0,0,0,0,0,0
"RNU6-296P",0,0,0,0,0,0,0,0
"NDUFA5",1890,1311,1790,1728,2153,1557,2105,2037
"ASB15",3,3,1,3,2,2,1,1
"RP11-390E23.3",0,0,0,0,0,2,0,0
"LMOD2",3,3,1,6,4,4,11,16
"WASL",706,614,581,671,834,1026,870,1286
"RP11-390E23.6",93,88,103,92,108,88,74,154
"RNU6-11P",0,0,0,0,0,0,0,0
"AC006029.3",0,0,0,0,0,0,0,0
"HYAL4",4,0,1,0,0,0,0,0
"SPAM1",0,0,0,0,0,0,0,0
"RP4-630C24.1",0,0,0,0,0,0,0,0
"RP4-630C24.3",0,0,0,2,0,0,0,0
"TMEM229A",0,0,0,0,0,0,0,0
"RP5-921G16.1",0,0,0,0,0,0,0,0
"RP11-264K23.1",0,0,0,0,0,0,0,0
"RP5-921G16.2",0,0,0,0,0,0,0,0
"RP5-1106E3.2",0,0,0,0,0,0,0,0
"RP5-1106E3.1",0,0,0,0,0,0,0,0
"RNU6-102P",0,0,0,0,0,0,0,0
"RP5-907C10.3",0,0,0,0,0,0,0,0
"GPR37",0,0,0,0,0,0,1,0
"C7orf77",0,0,0,1,0,0,0,1
"POT1",931,665,899,845,1278,969,1339,1232
"RP11-3B12.1",9,1,10,8,16,5,12,11
"RP11-319G5.1",0,1,0,0,1,1,3,0
"RP11-3B12.5",0,0,0,0,0,0,0,0
"RP11-3B12.4",3,2,2,0,1,2,0,1
"RP11-3B12.2",0,0,0,0,0,0,0,0
"RP11-3B12.3",0,0,0,0,0,0,0,0
"RP11-420H19.3",0,0,0,0,0,0,0,0
"RP11-420H19.1",0,0,0,0,0,0,0,0
"RP11-420H19.2",0,0,0,0,0,0,0,0
"RP11-807H17.1",0,0,0,0,0,0,0,0
"AC005276.1",0,0,0,0,0,0,0,0
"AC000370.2",0,0,0,0,0,0,0,0
"GRM8",1,0,0,0,0,0,0,0
"AC000374.1",0,0,0,0,0,0,0,0
"AC000367.1",0,0,0,0,0,0,0,0
"AC000362.1",0,0,0,0,0,0,0,0
"MIR592",0,0,0,0,0,0,0,0
"AC000099.1",0,0,0,0,0,0,0,0
"AC000110.1",0,0,0,0,0,0,0,0
"ZNF800",2009,1433,1880,1690,2332,1653,2343,2082
"AC000123.3",82,65,73,58,62,55,71,66
"AC000123.4",144,83,113,107,136,97,148,156
"AC000123.2",294,237,323,272,410,357,381,379
"AC000124.1",1,0,0,0,0,0,0,2
"GCC1",1085,781,990,925,1404,1159,1457,1492
"ARF5",3912,3761,3524,4218,3595,3322,3885,4517
"FSCN3",16,15,21,14,15,24,14,33
"PAX4",0,0,2,0,0,0,0,0
"AC073934.6",0,1,0,0,1,1,1,0
"SND1",7571,5948,7260,7257,8700,5267,9219,6879
"RP11-20L24.1",0,1,0,0,0,0,1,0
"SND1-IT1",2,4,1,4,1,0,3,2
"LRRC4",4,2,5,8,8,5,2,3
"MIR593",0,0,2,4,2,1,3,1
"MIR129-1",0,0,0,0,0,0,0,0
"LEP",0,0,0,0,0,0,0,0
"RP11-62J1.4",2,0,0,0,0,1,1,0
"RBM28",2789,2212,2603,2652,2823,2107,2956,2702
"RP11-62J1.3",0,0,0,0,0,0,0,0
"RNU7-27P",0,0,0,0,0,0,0,0
"PRRT4",6,30,9,39,1,14,5,9
"IMPDH1",3056,3387,2843,3953,3217,2958,3467,3917
"RP11-155G14.1",0,0,0,1,0,0,1,1
"RNU7-54P",0,0,0,0,0,0,0,0
"RP11-212P7.3",0,0,0,0,0,0,0,0
"HILPDA",227,842,203,908,178,228,180,256
"RP11-155G14.6",2,7,2,16,0,1,1,1
"RP11-155G14.5",0,0,0,0,0,0,0,0
"METTL2B",1693,1605,1386,1797,1534,1282,1755,1792
"RP11-212P7.2",454,344,416,400,398,370,456,512
"RP11-274B21.1",42,30,44,38,73,39,72,51
"RP11-212P7.1",4,0,2,1,3,1,1,1
"RP11-274B21.14",149,99,141,114,185,142,216,157
"RP11-274B21.13",206,146,196,166,267,156,288,230
"RNU6-177P",0,0,0,0,0,0,0,0
"RP11-274B21.2",1233,951,1069,939,1181,879,1328,1122
"RP11-274B21.4",968,676,785,739,890,621,961,806
"RP11-274B21.12",362,275,335,312,341,210,293,346
"RP11-274B21.3",1451,1035,1353,1164,1268,922,1420,1283
"RP11-274B21.11",1193,846,1160,1059,1274,1018,1443,1435
"RP11-274B21.10",127,80,109,105,70,88,107,116
"RP11-274B21.5",3,0,1,2,1,2,8,6
"FAM71F2",107,129,105,189,81,136,101,209
"RP11-274B21.9",36,19,15,20,18,35,11,48
"RP11-274B21.7",0,0,0,0,0,0,0,0
"RNA5SP242",0,0,0,0,0,0,0,0
"RNA5SP243",0,0,0,0,0,0,0,0
"FAM71F1",0,0,3,1,0,1,1,2
"CALU",1351,1097,1320,1520,1658,1451,1886,1824
"RN7SL81P",5,4,5,17,7,8,3,9
"OPN1SW",64,63,55,71,40,37,48,49
"CCDC136",318,315,294,359,326,512,384,570
"FLNC",1,6,5,6,4,5,0,11
"RP11-309L24.2",0,0,0,0,3,0,0,0
"KCP",12,15,11,17,3,7,15,13
"ATP6V1F",1588,1589,1426,1727,1461,1462,1467,1879
"RP11-309L24.4",63,43,45,64,48,94,71,91
"RP11-309L24.6",0,0,0,0,0,0,0,0
"IRF5",781,1467,677,1734,421,426,436,644
"RP11-309L24.10",7,17,20,29,17,16,7,15
"TNPO3",2312,1726,1959,2136,2585,2198,2975,2746
"RN7SL306P",0,0,0,1,3,0,0,3
"RP11-128A6.2",21,6,5,7,13,9,18,22
"RP11-128A6.1",12,14,9,14,18,17,21,31
"RP11-128A6.3",0,0,0,0,0,0,0,1
"RP11-286H14.2",0,0,0,0,0,0,0,0
"RP11-286H14.1",0,0,0,0,0,0,0,0
"RP11-286H14.3",0,0,0,0,0,0,0,0
"RP11-286H14.4",7,2,6,3,7,1,5,2
"TSPAN33",153,216,130,275,17,16,32,35
"RNY1P11",0,1,1,0,0,0,0,0
"SMO",5,18,15,18,0,2,2,3
"RP11-286H14.8",1,0,0,2,0,0,0,0
"AHCYL2",1048,936,989,1092,1348,1243,1335,1547
"RP11-305M3.2",5,3,4,9,6,3,2,4
"STRIP2",1093,4547,1150,5759,681,2992,706,3988
"RP11-305M3.5",0,6,1,2,0,3,0,1
"RNU1-72P",4,28,12,39,3,24,2,23
"SMKR1",81,112,70,127,63,91,77,139
"RP11-448A19.1",329,323,383,422,324,303,391,416
"NRF1",1229,869,1093,1055,1307,1102,1537,1413
"RNA5SP244",0,0,0,0,0,0,0,0
"MIR182",0,0,0,0,0,0,0,0
"MIR96",0,0,0,0,0,0,0,0
"MIR183",0,0,0,0,0,0,0,0
"RP11-738B7.1",0,0,0,0,0,0,0,0
"UBE2H",2511,1705,2344,2093,3308,2869,3535,3594
"RP11-306G20.1",1,6,0,1,0,3,7,4
"ZC3HC1",1014,875,858,990,911,719,925,960
"RNA5SP245",1,0,0,0,0,0,0,0
"KLHDC10",1864,1330,1744,1567,2192,1710,2328,2183
"RP11-775D22.2",4,0,0,3,0,0,1,3
"TMEM209",975,682,1000,892,1226,885,1262,1117
"RP11-775D22.3",8,3,3,12,7,4,2,10
"SSMEM1",0,0,0,0,1,0,0,0
"RP11-190G13.4",0,0,0,0,0,0,0,0
"CPA2",1,3,0,2,0,0,0,0
"CPA4",5,4,0,1,1,1,0,1
"CPA5",9,2,3,0,1,0,1,0
"CPA1",0,0,1,1,0,0,0,0
"CEP41",396,225,384,263,432,188,466,296
"RP11-2E11.5",0,0,0,0,0,0,0,0
"MESTIT1",1,0,0,0,0,0,0,0
"MEST",27,28,19,29,14,12,27,13
"RF02148",0,0,0,0,0,0,0,0
"RF02149",0,0,0,0,0,0,0,0
"RF02150",0,0,0,0,0,0,0,0
"RP11-2E11.6",2,2,0,2,3,0,0,0
"MIR335",0,0,0,0,0,0,0,0
"COPG2",292,176,258,224,281,181,324,223
"RP11-2E11.9",6,8,10,5,9,5,7,3
"RNA5SP246",0,0,0,0,0,0,1,0
"AC009274.6",0,0,1,0,0,0,0,1
"TSGA13",1,0,1,0,0,0,0,0
"KLF14",0,0,0,0,0,0,0,0
"RP11-36B6.1",0,0,0,0,0,0,0,0
"RP11-36B6.2",137,397,114,488,61,114,99,133
"AC016831.5",1,0,0,4,1,1,0,0
"AC016831.3",3,0,2,2,0,4,2,0
"AC016831.6",1,1,3,3,2,3,1,1
"AC016831.7",8,39,13,33,2,22,12,15
"MIR29A",0,1,1,0,1,2,1,2
"AC058791.1",94,184,66,200,35,37,43,39
"MIR29B1",0,0,0,0,0,0,0,0
"RP11-138A9.1",8,10,3,15,5,9,8,10
"RP11-138A9.2",18,32,10,27,2,14,7,10
"LINC-PINT",1122,1647,985,1755,1019,876,1131,1055
"RNU6-1010P",1,7,2,6,0,2,0,1
"MKLN1",1391,927,1302,1171,2126,1942,2211,2180
"AC009362.2",0,1,1,0,1,0,0,2
"AC018642.1",17,12,18,13,19,27,27,28
"RP11-180C16.1",6,7,5,13,16,14,15,14
"PODXL",92,62,79,81,113,103,129,128
"AC008264.4",2,2,1,0,0,0,0,0
"AC093106.7",53,51,40,42,40,29,38,30
"AC093106.4",0,0,0,0,1,0,0,0
"AC093106.6",0,0,0,0,0,0,0,0
"AC093106.5",2,2,1,3,2,0,1,2
"AC009518.2",0,0,0,0,0,0,0,0
"AC009518.3",0,0,0,0,0,0,0,0
"AC009518.4",0,0,0,0,0,0,0,0
"AC105443.2",0,0,0,0,0,0,0,0
"PLXNA4",1167,445,1050,513,1248,1557,1411,2070
"AC018643.4",0,0,0,0,0,2,0,0
"AC011625.1",0,1,0,0,2,1,2,0
"AC009365.3",0,0,0,0,0,0,0,0
"AC009365.4",0,0,0,0,0,0,0,0
"CHCHD3",1022,895,957,1015,1248,961,1276,1227
"AC009518.8",0,1,0,2,2,1,0,1
"RP11-371A22.1",158,116,152,133,157,99,168,124
"MIR3654",0,0,0,0,0,0,0,0
"RNU6-92P",0,0,0,0,0,0,0,0
"AC083873.4",0,0,0,0,4,2,3,1
"EXOC4",1440,1042,1474,1378,1936,1331,2146,1823
"MIR6133",0,0,0,0,0,0,0,0
"AC083875.2",0,0,0,0,0,1,0,2
"AC007790.3",1,1,0,0,1,0,0,1
"AC007790.4",0,0,1,0,0,1,0,0
"LRGUK",33,33,23,49,25,32,14,42
"AC008154.4",1,0,0,2,0,0,0,0
"SLC35B4",1364,1310,1353,1642,1564,1495,1670,1877
"AC008154.5",0,0,0,0,0,0,0,0
"RP11-38M8.1",0,0,1,1,0,0,1,0
"AKR1B1",1975,1378,1766,1627,2005,1248,2041,1629
"AKR1B10",1,0,0,0,0,1,0,0
"AKR1B15",0,0,0,0,1,0,2,0
"BPGM",753,1001,730,1149,721,1143,855,1371
"AC009276.4",0,2,1,1,2,1,0,0
"AC083874.3",2,0,1,0,1,0,0,0
"CALD1",213,410,179,446,12,60,13,85
"AGBL3",270,219,229,209,230,210,281,240
"C7orf49",977,620,853,852,685,536,715,691
